"run","KPI","pooled","separate","difference"
35,"Avg_Overtime_amount",0,0,0
36,"Avg_Waiting_room_delay",0.0561745902666368,0.0597702008748864,-0.00359561060824955
36,"Avg_Access_time_days",1.11711711711712,1.92252252252252,-0.805405405405405
36,"Fraction_overtime",0.0036036036036036,0.00540540540540541,-0.0018018018018018
36,"Avg_Overtime_amount",0.00105119950154038,0.00171636054004994,-0.000665161038509558
37,"Avg_Waiting_room_delay",0.0607546530766599,0.0589476109634364,0.00180704211322354
37,"Avg_Access_time_days",1.07880910683012,2.11733800350263,-1.0385288966725
37,"Fraction_overtime",0.00175131348511384,0.00175131348511384,0
37,"Avg_Overtime_amount",0.000343364578333246,8.11509585565589e-06,0.00033524948247759
38,"Avg_Waiting_room_delay",0.0347757701664677,0.0464851121146329,-0.0117093419481652
38,"Avg_Access_time_days",1.14109347442681,2.50617283950617,-1.36507936507937
38,"Fraction_overtime",0.00352733686067019,0.0017636684303351,0.0017636684303351
38,"Avg_Overtime_amount",9.57840202394544e-05,0.000115807957523357,-2.00239372839021e-05
39,"Avg_Waiting_room_delay",0.0388702765667997,0.0572808531547211,-0.0184105765879214
39,"Avg_Access_time_days",1.13097345132743,2.34159292035398,-1.21061946902655
39,"Fraction_overtime",0,0.00884955752212389,-0.00884955752212389
39,"Avg_Overtime_amount",0,0.00298670481373056,-0.00298670481373056
40,"Avg_Waiting_room_delay",0.0375615076429558,0.0677441314346352,-0.0301826237916794
40,"Avg_Access_time_days",1.15166666666667,2.98833333333333,-1.83666666666667
40,"Fraction_overtime",0.00333333333333333,0.00166666666666667,0.00166666666666667
40,"Avg_Overtime_amount",0.00033575806461623,0.000281014152827878,5.47439117883523e-05
41,"Avg_Waiting_room_delay",0.041044203803652,0.0764452822791616,-0.0354010784755097
41,"Avg_Access_time_days",1.21951219512195,3.07665505226481,-1.85714285714286
41,"Fraction_overtime",0.00174216027874564,0.00348432055749129,-0.00174216027874564
41,"Avg_Overtime_amount",0.000538277286374822,0.000914661860677108,-0.000376384574302286
42,"Avg_Waiting_room_delay",0.0555133883807812,0.0881786313800038,-0.0326652429992227
42,"Avg_Access_time_days",1.08673469387755,2.16836734693878,-1.08163265306122
42,"Fraction_overtime",0.00170068027210884,0.0102040816326531,-0.00850340136054422
42,"Avg_Overtime_amount",0.00053983367534566,0.00610923535619199,-0.00556940168084633
43,"Avg_Waiting_room_delay",0.0444283769256726,0.0505519199416729,-0.00612354301600028
43,"Avg_Access_time_days",1.31313131313131,3.08922558922559,-1.77609427609428
43,"Fraction_overtime",0.00336700336700337,0.00336700336700337,0
43,"Avg_Overtime_amount",0.000348883513193583,0.00144928931834151,-0.00110040580514792
44,"Avg_Waiting_room_delay",0.0395257667887805,0.0568722103490614,-0.0173464435602809
44,"Avg_Access_time_days",1.22326454033771,2.19512195121951,-0.971857410881801
44,"Fraction_overtime",0,0.00375234521575985,-0.00375234521575985
44,"Avg_Overtime_amount",0,0.000806673142286834,-0.000806673142286834
45,"Avg_Waiting_room_delay",0.0360126473016884,0.0561769267968353,-0.0201642794951468
45,"Avg_Access_time_days",1.1473136915078,2.64818024263432,-1.50086655112652
45,"Fraction_overtime",0.00346620450606586,0.00693240901213172,-0.00346620450606586
45,"Avg_Overtime_amount",0.000582936558510608,0.000983706887735584,-0.000400770329224976
46,"Avg_Waiting_room_delay",0.04196858972047,0.0680579356143526,-0.0260893458938826
46,"Avg_Access_time_days",1.11861313868613,1.95985401459854,-0.841240875912409
46,"Fraction_overtime",0,0.00364963503649635,-0.00364963503649635
